review,score
"It was an amazing movie it was funny, good action and the story was fantastic. If you haven't seen it I would totally watch it and then if you loved it you can watch the sequel endgame. It finished off amazingly making you want to see a sequel",5
It's more beautiful then Endgame and It's great!,4.5
"My favourite MCU movie to date. Fits it's huge cast of characters into the movie well. Great plot with plenty of emotion and climactic moments and character crossovers that give the movie it's grandiose feeling. *SPOILERS* The ending to this movie twisted the stereotypical ""heroes win"" outcome and wasn't afraid to leave the characters and world in a total mess at the end, which is exactly what makes the ending so fantastic.",5
Such a cool start to the conclusion of phase 3. Great cast and I can’t believe they are able to find so many actors that act so well together,4.5
"Ultimate blockbuster that pays off ten years worth of cinematic world building. If you don't like large scale action/sci-fi movies nor the biggest fan of any Marvel films, this may not be for you.",5
A great build up to this point forces a lot of expectations on this film and they do well to deliver with some issues here and there. Thanos is given a lot of focus where you can see his immense power and dedication to his cause. His followers seem to be formidable foes on their own but are not given enough recognition to be viewed as legitimate threats. Most of the heroes were given faithful adaptations of while some had changes made that hurt the characters and their story. The action is some of the best out of the whole MCU with unique team-ups and fun character involvement. The final battle is intense and leaves us at the ending wanting more and excited for the future.,4
ESSE FILME E GENIAL NÃO TEM OUTRO IGUAL A ELE,5
"Absolutely top notch. Iconic character get slain and hate characters get slain repeatedly (looking at you vision). Certainly not ""perfect"" but the avengers movies rank up there with Lord of the rings IMHO.",5
Watching this movie in the cinemas for the first time is an experience that I will never forget! One of my all-time favourite movies.,5
Epic adventure full of emotion and action with epic effects and stunning performances and a wonderful uneasy relations between Stark and Strange.,5
Probably one of the best scripted MCU movies. Very good all around. Almost no complaints,5
"An amazing movie, thanos' very own awesome movie, I love that it doesn't feel as standard action movie-y just amazing 9.9/10",5
The best visual effects ever made in a movie!,5
"Masterfully done. The sheer power and threat of Thanos is shown so perfectly throughout the film, up to and including the conclusion. A few opportunities were missed, such as several of the Children of Thanos being essentially just people with spears, or dying off far too early, especially ""Squidward"". The Wanda-Vision dynamic sets up some future films, but several of the characters have been known to make great sacrifices before (such as Tony), so sacrificing Vision should have been a more hotly debated option.",4.5
"One of the rare big-time blockbuster movies that wholeheartedly lives up to its hype, it perfectly balances the characters while furthering the story, deals great drama, comedy and some incredible action. The MCU Thanos is also now an iconic villain in his own right thanks to a stellar performance from Josh Brolin.",5
"could have been better if they excluded Wakanda, but pretty good",4
"Decent movie, not as good as the first one. Worth watching",3
better than endgame and is just thoroughly entertaining.,4
simplismente o melhor filme da historia,5
"While this is a movie that revolves around the villain and leaves audiences stunned in an uneasy way, it was executed flawlessly. I loved all of the characters together and their moments, especially how Thor, Doctor Strange, and even Quill were portrayed in the movie given their character roles. This is like the Empire Strikes Back of superhero movies in my opinion (alongside the Dark Knight). You'll see what I mean if you end up watching!",5
Part 1 of the greatest super hero movie of all time.,5
"The Russo Brothers strike yet again. This time, bringing to the live-action screen the best, without question, superhero team-up film of all-time. From the excellent CGI to the outstanding fight choreography, RDJ and company forged a film that will be remembered for generations to come.",5
